Uniprot_Id,Protein_Name,Gene_Name
Q07654,"Trefoil factor 3 (Intestinal trefoil factor, hITF) (Polypeptide P1.B, hP1.B)",TFF3
Q92734,Protein TFG (TRK-fused gene protein),TFG
P02786,"Transferrin receptor protein 1, TR, TfR, TfR1, Trfr (T9) (p90) (CD antigen CD71) [Cleaved into: Transferrin receptor protein 1, serum form, sTfR ]",TFRC
Q15582,"Transforming growth factor-beta-induced protein ig-h3, Beta ig-h3 (Kerato-epithelin) (RGD-containing collagen-associated protein, RGD-CAP)",TGFBI
P22735,"Protein-glutamine gamma-glutamyltransferase K, EC 2.3.2.13 (Epidermal TGase) (Transglutaminase K, TG(K), TGK, TGase K) (Transglutaminase-1, TGase-1)",TGM1
P21980,"Protein-glutamine gamma-glutamyltransferase 2, EC 2.3.2.13 (Erythrocyte transglutaminase) (Heart G alpha(h), hhG alpha(h)) (Isopeptidase TGM2, EC 3.4.-.-) (Protein G alpha(h), G(h)) (Protein-glutamine deamidase TGM2, EC 3.5.1.44) (Protein-glutamine dopaminyltransferase TGM2, EC 2.3.1.-) (Protein-glutamine histaminyltransferase TGM2, EC 2.3.1.-) (Protein-glutamine noradrenalinyltransferase TGM2, EC 2.3.1.-) (Protein-glutamine serotonyltransferase TGM2, EC 2.3.1.-) (Tissue transglutaminase, tTG, tTgase) (Transglutaminase C, TG(C), TGC, TGase C) (Transglutaminase H, TGase H) (Transglutaminase II, TGase II) (Transglutaminase-2, TG2, TGase-2, hTG2)",TGM2
Q08188,"Protein-glutamine gamma-glutamyltransferase E, EC 2.3.2.13 (Transglutaminase E, TG(E), TGE, TGase E) (Transglutaminase-3, TGase-3) [Cleaved into: Protein-glutamine gamma-glutamyltransferase E 50 kDa catalytic chain; Protein-glutamine gamma-glutamyltransferase E 27 kDa non-catalytic chain ]",TGM3
P49221,Protein-glutamine gamma-glutamyltransferase 4 (EC 2.3.2.13) (Fibrinoligase) (Prostate transglutaminase) (Prostate-specific transglutaminase) (Transglutaminase P) (TG(P)) (TGP) (TGase P) (Transglutaminase-4) (TGase-4),TGM4
P52888,"Thimet oligopeptidase, EC 3.4.24.15 (Endopeptidase 24.15) (MP78)",THOP1
P04216,Thy-1 membrane glycoprotein (CDw90) (Thy-1 antigen) (CD antigen CD90),THY1
Q01085,Nucleolysin TIAR (TIA-1-related protein),TIAL1
Q9Y5L4,Mitochondrial import inner membrane translocase subunit Tim13,TIMM13
P01033,"Metalloproteinase inhibitor 1 (Erythroid-potentiating activity, EPA) (Fibroblast collagenase inhibitor, Collagenase inhibitor) (Tissue inhibitor of metalloproteinases 1, TIMP-1)",TIMP1
P16035,Metalloproteinase inhibitor 2 (CSC-21K) (Tissue inhibitor of metalloproteinases 2) (TIMP-2),TIMP2
Q9GZM7,"Tubulointerstitial nephritis antigen-like (Glucocorticoid-inducible protein 5) (Oxidized LDL-responsive gene 2 protein, OLRG-2) (Tubulointerstitial nephritis antigen-related protein, TIN Ag-related protein, TIN-Ag-RP)",TINAGL1
Q07157,Tight junction protein ZO-1 (Tight junction protein 1) (Zona occludens protein 1) (Zonula occludens protein 1),TJP1
Q3LXA3,"Triokinase/FMN cyclase (Bifunctional ATP-dependent dihydroxyacetone kinase/FAD-AMP lyase (cyclizing)) [Includes: ATP-dependent dihydroxyacetone kinase, DHA kinase, EC 2.7.1.28, EC 2.7.1.29 (Glycerone kinase) (Triokinase) (Triose kinase); FAD-AMP lyase (cyclizing), EC 4.6.1.15 (FAD-AMP lyase (cyclic FMN forming)) (FMN cyclase) ]",TKFC
P29401,"Transketolase, TK, EC 2.2.1.1",TKT
Q9Y490,Talin-1,TLN1
Q9Y4G6,Talin-2,TLN2
O76062,"Delta(14)-sterol reductase TM7SF2, Delta-14-SR, EC 1.3.1.70 (3-beta-hydroxysterol Delta (14)-reductase) (Another new gene 1 protein) (C-14 sterol reductase, C14SR) (Putative sterol reductase SR-1) (Sterol C14-reductase) (Transmembrane 7 superfamily member 2)",TM7SF2
O15321,"Transmembrane 9 superfamily member 1 (MP70 protein family member, hMP70)",TM9SF1
Q99805,Transmembrane 9 superfamily member 2 (p76),TM9SF2
Q9HD45,Transmembrane 9 superfamily member 3 (EP70-P-iso) (SM-11044-binding protein),TM9SF3
Q969X1,Protein lifeguard 3 (Protein RECS1 homolog) (Transmembrane BAX inhibitor motif-containing protein 1),TMBIM1
Q7Z404,Transmembrane channel-like protein 4,TMC4
Q6UXY8,Transmembrane channel-like protein 5,TMC5
P49755,"Transmembrane emp24 domain-containing protein 10, Protein TMED10 (21 kDa transmembrane-trafficking protein) (S31I125) (S31III125) (Tmp-21-I) (Transmembrane protein Tmp21) (p23) (p24 family protein delta-1, p24delta1) (p24delta)",TMED10
Q15363,"Transmembrane emp24 domain-containing protein 2 (Membrane protein p24A) (p24) (p24 family protein beta-1, p24beta1)",TMED2
Q7Z7H5,"Transmembrane emp24 domain-containing protein 4 (Endoplasmic reticulum stress-response protein 25, ERS25) (GMP25iso) (Putative NF-kappa-B-activating protein 156) (p24 family protein alpha-3, p24alpha3)",TMED4
Q9Y3B3,"Transmembrane emp24 domain-containing protein 7 (p24 family protein gamma-3, p24gamma3) (p27)",TMED7
Q9BVK6,"Transmembrane emp24 domain-containing protein 9 (GMP25) (Glycoprotein 25L2) (p24 family protein alpha-2, p24alpha2) (p25)",TMED9
Q9BVC6,"Transmembrane protein 109 (Mitsugumin-23, Mg23)",TMEM109
Q6UW68,Transmembrane protein 205,TMEM205
Q9H0R3,Transmembrane protein 222,TMEM222
Q9H6L2,Transmembrane protein 231,TMEM231
Q9BTV4,Transmembrane protein 43 (Protein LUMA),TMEM43
P56557,Transmembrane protein 50B (HCV p7-trans-regulated protein 3),TMEM50B
P28289,"Tropomodulin-1 (Erythrocyte tropomodulin, E-Tmod)",TMOD1
Q9NYL9,"Tropomodulin-3 (Ubiquitous tropomodulin, U-Tmod)",TMOD3
P42167,"Lamina-associated polypeptide 2, isoforms beta/gamma (Thymopoietin, isoforms beta/gamma, TP beta/gamma) (Thymopoietin-related peptide isoforms beta/gamma, TPRP isoforms beta/gamma) [Cleaved into: Thymopoietin, TP (Splenin); Thymopentin (TP5) ]",TMPO
O15393,Transmembrane protease serine 2 (EC 3.4.21.-) (Serine protease 10) [Cleaved into: Transmembrane protease serine 2 non-catalytic chain; Transmembrane protease serine 2 catalytic chain],TMPRSS2 PRSS10
P63313,Thymosin beta-10,TMSB10
P62328,"Thymosin beta-4, T beta-4 (Fx) [Cleaved into: Hematopoietic system regulatory peptide (Seraspenide) ]",TMSB4X
Q9H3N1,Thioredoxin-related transmembrane protein 1 (Thioredoxin domain-containing protein 1) (Transmembrane Trx-related protein),TMX1
P24821,"Tenascin, TN (Cytotactin) (GMEM) (GP 150-225) (Glioma-associated-extracellular matrix antigen) (Hexabrachion) (JI) (Myotendinous antigen) (Neuronectin) (Tenascin-C, TN-C)",TNC
Q9C0C2,182 kDa tankyrase-1-binding protein,TNKS1BP1
Q92973,"Transportin-1 (Importin beta-2) (Karyopherin beta-2) (M9 region interaction protein, MIP)",TNPO1
Q9Y5L0,"Transportin-3 (Importin-12, Imp12) (Transportin-SR, TRN-SR)",TNPO3
Q9HBL0,Tensin-1,TNS1
P22105,"Tenascin-X, TN-X (Hexabrachion-like protein)",TNXB
O60784,Target of Myb protein 1,TOM1
O94826,Mitochondrial import receptor subunit TOM70 (Mitochondrial precursor proteins import receptor) (Translocase of outer membrane 70 kDa subunit) (Translocase of outer mitochondrial membrane protein 70),TOMM70
Q5JTV8,"Torsin-1A-interacting protein 1 (Lamin-associated protein 1B, LAP1B)",TOR1AIP1
Q12888,"TP53-binding protein 1, 53BP1, p53-binding protein 1, p53BP1",TP53BP1
Q53FA7,"Quinone oxidoreductase PIG3, EC 1.6.5.5 (NADPH:quinone reductase PIG3) (Tumor protein p53-inducible protein 3, Protein PIG3) (p53-induced gene 3 protein)",TP53I3
P55327,Tumor protein D52 (Protein N8),TPD52
O43399,"Tumor protein D54, hD54 (Tumor protein D52-like 2)",TPD52L2
P60174,"Triosephosphate isomerase, TIM, EC 5.3.1.1 (Methylglyoxal synthase, EC 4.2.3.3) (Triose-phosphate isomerase)",TPI1
P09493,Tropomyosin alpha-1 chain (Alpha-tropomyosin) (Tropomyosin-1),TPM1
P06753,"Tropomyosin alpha-3 chain (Gamma-tropomyosin) (Tropomyosin-3) (Tropomyosin-5, hTM5)",TPM3
P67936,Tropomyosin alpha-4 chain (TM30p1) (Tropomyosin-4),TPM4
O14773,"Tripeptidyl-peptidase 1, TPP-1, EC 3.4.14.9 (Cell growth-inhibiting gene 1 protein) (Lysosomal pepstatin-insensitive protease, LPIC) (Tripeptidyl aminopeptidase) (Tripeptidyl-peptidase I, TPP-I)",TPP1
P29144,"Tripeptidyl-peptidase 2, TPP-2, EC 3.4.14.10 (Tripeptidyl aminopeptidase) (Tripeptidyl-peptidase II, TPP-II)",TPP2
O94811,"Tubulin polymerization-promoting protein, TPPP, EC 3.6.5.- (25 kDa brain-specific protein) (TPPP/p25) (p24) (p25-alpha)",TPPP
Q9BW30,Tubulin polymerization-promoting protein family member 3 (TPPP/p20),TPPP3
P12270,Nucleoprotein TPR (Megator) (NPC-associated intranuclear protein) (Translocated promoter region protein),TPR
Q15661,"Tryptase alpha/beta-1, Tryptase-1, EC 3.4.21.59 (Tryptase I) (Tryptase alpha-1)",TPSAB1
P13693,"Translationally-controlled tumor protein, TCTP (Fortilin) (Histamine-releasing factor, HRF) (p23)",TPT1
P62995,"Transformer-2 protein homolog beta, TRA-2 beta, TRA2-beta, hTRA2-beta (Splicing factor, arginine/serine-rich 10) (Transformer-2 protein homolog B)",TRA2B
Q14258,"E3 ubiquitin/ISG15 ligase TRIM25, EC 6.3.2.n3 (Estrogen-responsive finger protein) (RING finger protein 147) (RING-type E3 ubiquitin transferase, EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRIM25) (Tripartite motif-containing protein 25) (Ubiquitin/ISG15-conjugating enzyme TRIM25) (Zinc finger protein 147)",TRIM25
Q13263,"Transcription intermediary factor 1-beta, TIF1-beta (E3 SUMO-protein ligase TRIM28, EC 2.3.2.27) (KRAB-associated protein 1, KAP-1) (KRAB-interacting protein 1, KRIP-1) (Nuclear corepressor KAP-1) (RING finger protein 96) (RING-type E3 ubiquitin transferase TIF1-beta) (Tripartite motif-containing protein 28)",TRIM28
Q14134,Tripartite motif-containing protein 29 (Ataxia telangiectasia group D-associated protein),TRIM29
Q9UI30,Multifunctional methyltransferase subunit TRM112-like protein (tRNA methyltransferase 112 homolog),TRMT112
Q99816,Tumor susceptibility gene 101 protein (ESCRT-I complex subunit TSG101),TSG101
Q15631,"Translin, EC 3.1.-.- (Component 3 of promoter of RISC, C3PO)",TSN
Q99598,Translin-associated protein X (Translin-associated factor X),TSNAX
O60635,"Tetraspanin-1, Tspan-1 (Tetraspan NET-1) (Tetraspanin TM4-C)",TSPAN1
Q8NG11,"Tetraspanin-14, Tspan-14 (DC-TM4F2) (Transmembrane 4 superfamily member 14)",TSPAN14
O43657,Tetraspanin-6 (Tspan-6) (A15 homolog) (Putative NF-kappa-B-activating protein 321) (T245 protein) (Tetraspanin TM4-D) (Transmembrane 4 superfamily member 6),TSPAN6 TM4SF6 UNQ767/PRO1560
P30536,"Translocator protein (Mitochondrial benzodiazepine receptor) (PKBS) (Peripheral-type benzodiazepine receptor, PBR)",TSPO
Q9H2G4,"Testis-specific Y-encoded-like protein 2, TSPY-like protein 2 (Cell division autoantigen 1) (Cutaneous T-cell lymphoma-associated antigen se20-4, CTCL-associated antigen se20-4) (Differentially-expressed nucleolar TGF-beta1 target protein) (Nuclear protein of 79 kDa, NP79)",TSPYL2
Q16762,"Thiosulfate sulfurtransferase, EC 2.8.1.1 (Rhodanese)",TST
Q8NFU3,"Thiosulfate:glutathione sulfurtransferase, TST, EC 2.8.1.-",TSTD1
Q14166,Tubulin--tyrosine ligase-like protein 12 (Inactive tubulin--tyrosine ligase-like protein 12),TTLL12
Q8WZ42,"Titin, EC 2.7.11.1 (Connectin) (Rhabdomyosarcoma antigen MU-RMS-40.14)",TTN
P02766,Transthyretin (ATTR) (Prealbumin) (TBPA),TTR
Q71U36,Tubulin alpha-1A chain (Alpha-tubulin 3) (Tubulin B-alpha-1) (Tubulin alpha-3 chain) [Cleaved into: Detyrosinated tubulin alpha-1A chain ],TUBA1A
Q9BQE3,Tubulin alpha-1C chain (Alpha-tubulin 6) (Tubulin alpha-6 chain) [Cleaved into: Detyrosinated tubulin alpha-1C chain ],TUBA1C
P0DPH7,Tubulin alpha-3C chain (EC 3.6.5.-) (Alpha-tubulin 2) (Alpha-tubulin 3C) (Tubulin alpha-2 chain) [Cleaved into: Detyrosinated tubulin alpha-3C chain],TUBA3C TUBA2
P68366,Tubulin alpha-4A chain (Alpha-tubulin 1) (Testis-specific alpha-tubulin) (Tubulin H2-alpha) (Tubulin alpha-1 chain),TUBA4A
P07437,Tubulin beta chain (Tubulin beta-5 chain),TUBB
Q13885,Tubulin beta-2A chain (Tubulin beta class IIa),TUBB2A
P68371,Tubulin beta-4B chain (Tubulin beta-2 chain) (Tubulin beta-2C chain),TUBB4B
Q9BUF5,Tubulin beta-6 chain (Tubulin beta class V),TUBB6
Q3ZCM7,Tubulin beta-8 chain (Tubulin beta 8 class VIII),TUBB8
P49411,"Elongation factor Tu, mitochondrial, EF-Tu (P43)",TUFM
Q12792,Twinfilin-1 (Protein A6) (Protein tyrosine kinase 9),TWF1
Q6IBS0,"Twinfilin-2 (A6-related protein, hA6RP) (Protein tyrosine kinase 9-like) (Twinfilin-1-like protein)",TWF2
Q9GZX9,Twisted gastrulation protein homolog 1,TWSG1 TSG PSEC0250
P10599,"Thioredoxin, Trx (ATL-derived factor, ADF) (Surface-associated sulphydryl protein, SASP) (allergen Hom s Trx)",TXN
Q9BRA2,"Thioredoxin domain-containing protein 17 (14 kDa thioredoxin-related protein, TRP14) (Protein 42-9-9) (Thioredoxin-like protein 5)",TXNDC17
Q8NBS9,"Thioredoxin domain-containing protein 5, EC 1.8.4.-, EC 5.3.4.1 (Endoplasmic reticulum resident protein 46, ER protein 46, ERp46) (Thioredoxin-like protein p46)",TXNDC5
O43396,Thioredoxin-like protein 1 (32 kDa thioredoxin-related protein),TXNL1
Q16881,"Thioredoxin reductase 1, cytoplasmic, TR, EC 1.8.1.9 (Gene associated with retinoic and interferon-induced mortality 12 protein, GRIM-12, Gene associated with retinoic and IFN-induced mortality 12 protein) (KM-102-derived reductase-like factor) (Peroxidase TXNRD1, EC 1.11.1.2) (Thioredoxin reductase TR1)",TXNRD1
P19971,"Thymidine phosphorylase, TP, EC 2.4.2.4 (Gliostatin) (Platelet-derived endothelial cell growth factor, PD-ECGF) (TdRPase)",TYMP
P26368,"Splicing factor U2AF 65 kDa subunit (U2 auxiliary factor 65 kDa subunit, hU2AF(65), hU2AF65) (U2 snRNP auxiliary factor large subunit)",U2AF2
Q16222,"UDP-N-acetylhexosamine pyrophosphorylase (Antigen X, AGX) (Sperm-associated antigen 2) [Includes: UDP-N-acetylgalactosamine pyrophosphorylase, EC 2.7.7.83 (AGX-1); UDP-N-acetylglucosamine pyrophosphorylase, EC 2.7.7.23 (AGX-2) ]",UAP1
P22314,"Ubiquitin-like modifier-activating enzyme 1, EC 6.2.1.45 (Protein A1S9) (Ubiquitin-activating enzyme E1)",UBA1
Q9UBT2,"SUMO-activating enzyme subunit 2, EC 2.3.2.- (Anthracycline-associated resistance ARX) (Ubiquitin-like 1-activating enzyme E1B) (Ubiquitin-like modifier-activating enzyme 2)",UBA2
Q8TBC4,"NEDD8-activating enzyme E1 catalytic subunit, EC 6.2.1.64 (NEDD8-activating enzyme E1C) (Ubiquitin-activating enzyme E1C) (Ubiquitin-like modifier-activating enzyme 3, Ubiquitin-activating enzyme 3)",UBA3
Q9GZZ9,"Ubiquitin-like modifier-activating enzyme 5, Ubiquitin-activating enzyme 5 (ThiFP1) (UFM1-activating enzyme) (Ubiquitin-activating enzyme E1 domain-containing protein 1)",UBA5
P62987,Ubiquitin-60S ribosomal protein L40 (CEP52) (Ubiquitin A-52 residue ribosomal protein fusion product 1) [Cleaved into: Ubiquitin; 60S ribosomal protein L40 (Large ribosomal subunit protein eL40) ],UBA52
A0AVT1,"Ubiquitin-like modifier-activating enzyme 6, Ubiquitin-activating enzyme 6, EC 6.2.1.45 (Monocyte protein 4, MOP-4) (Ubiquitin-activating enzyme E1-like protein 2, E1-L2)",UBA6
P41226,"Ubiquitin-like modifier-activating enzyme 7, Ubiquitin-activating enzyme 7 (D8) (Ubiquitin-activating enzyme E1 homolog)",UBA7
P62837,"Ubiquitin-conjugating enzyme E2 D2, EC 2.3.2.23 ((E3-independent) E2 ubiquitin-conjugating enzyme D2, EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme D2) (Ubiquitin carrier protein D2) (Ubiquitin-conjugating enzyme E2(17)KB 2) (Ubiquitin-conjugating enzyme E2-17 kDa 2) (Ubiquitin-protein ligase D2) (p53-regulated ubiquitin-conjugating enzyme 1)",UBE2D2
P61077,"Ubiquitin-conjugating enzyme E2 D3, EC 2.3.2.23 ((E3-independent) E2 ubiquitin-conjugating enzyme D3, EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme D3) (Ubiquitin carrier protein D3) (Ubiquitin-conjugating enzyme E2(17)KB 3) (Ubiquitin-conjugating enzyme E2-17 kDa 3) (Ubiquitin-protein ligase D3)",UBE2D3
P63279,"SUMO-conjugating enzyme UBC9, EC 2.3.2.- (RING-type E3 SUMO transferase UBC9) (SUMO-protein ligase) (Ubiquitin carrier protein 9) (Ubiquitin carrier protein I) (Ubiquitin-conjugating enzyme E2 I) (Ubiquitin-protein ligase I) (p18)",UBE2I
P61086,"Ubiquitin-conjugating enzyme E2 K, EC 2.3.2.23 (E2 ubiquitin-conjugating enzyme K) (Huntingtin-interacting protein 2, HIP-2) (Ubiquitin carrier protein) (Ubiquitin-conjugating enzyme E2-25 kDa, Ubiquitin-conjugating enzyme E2(25K), Ubiquitin-conjugating enzyme E2-25K) (Ubiquitin-protein ligase)",UBE2K
P68036,"Ubiquitin-conjugating enzyme E2 L3, EC 2.3.2.23 (E2 ubiquitin-conjugating enzyme L3) (L-UBC) (UbcH7) (Ubiquitin carrier protein L3) (Ubiquitin-conjugating enzyme E2-F1) (Ubiquitin-protein ligase L3)",UBE2L3
P61081,"NEDD8-conjugating enzyme Ubc12, EC 2.3.2.34 (NEDD8 carrier protein) (Ubiquitin-conjugating enzyme E2 M)",UBE2M
P61088,"Ubiquitin-conjugating enzyme E2 N, EC 2.3.2.23 (Bendless-like ubiquitin-conjugating enzyme) (E2 ubiquitin-conjugating enzyme N) (Ubc13) (UbcH13) (Ubiquitin carrier protein N) (Ubiquitin-protein ligase N)",UBE2N
Q13404,"Ubiquitin-conjugating enzyme E2 variant 1, UEV-1 (CROC-1) (TRAF6-regulated IKK activator 1 beta Uev1A)",UBE2V1
Q9UMX0,"Ubiquilin-1 (Protein linking IAP with cytoskeleton 1, PLIC-1, hPLIC-1)",UBQLN1
Q9UHD9,"Ubiquilin-2 (Chap1) (DSK2 homolog) (Protein linking IAP with cytoskeleton 2, PLIC-2, hPLIC-2) (Ubiquitin-like product Chap1/Dsk2)",UBQLN2
Q5T4S7,"E3 ubiquitin-protein ligase UBR4, EC 2.3.2.27 (600 kDa retinoblastoma protein-associated factor) (N-recognin-4) (RING-type E3 ubiquitin transferase UBR4) (Retinoblastoma-associated factor of 600 kDa, RBAF600, p600) (Zinc finger UBR1-type protein 1)",UBR4
Q04323,UBX domain-containing protein 1 (SAPK substrate protein 1) (UBA/UBX 33.3 kDa protein),UBXN1
P15374,"Ubiquitin carboxyl-terminal hydrolase isozyme L3, UCH-L3, EC 3.4.19.12 (Ubiquitin thioesterase L3)",UCHL3
Q9Y3C8,"Ubiquitin-fold modifier-conjugating enzyme 1, Ufm1-conjugating enzyme 1",UFC1
O94874,"E3 UFM1-protein ligase 1, EC 2.3.2.- (E3 UFM1-protein transferase 1) (Multiple alpha-helix protein located at ER) (Novel LZAP-binding protein) (Regulator of C53/LZAP and DDRGK1)",UFL1
P61960,Ubiquitin-fold modifier 1,UFM1
O60701,"UDP-glucose 6-dehydrogenase, UDP-Glc dehydrogenase, UDP-GlcDH, UDPGDH, EC 1.1.1.22",UGDH
Q9NYU2,"UDP-glucose:glycoprotein glucosyltransferase 1, UGT1, hUGT1, EC 2.4.1.- (UDP--Glc:glycoprotein glucosyltransferase) (UDP-glucose ceramide glucosyltransferase-like 1)",UGGT1
Q16851,"UTP--glucose-1-phosphate uridylyltransferase, EC 2.7.7.9 (UDP-glucose pyrophosphorylase, UDPGP, UGPase)",UGP2
P14927,Cytochrome b-c1 complex subunit 7 (Complex III subunit 7) (Complex III subunit VII) (QP-C) (Ubiquinol-cytochrome c reductase complex 14 kDa protein),UQCRB
P31930,"Cytochrome b-c1 complex subunit 1, mitochondrial (Complex III subunit 1) (Core protein I) (Ubiquinol-cytochrome-c reductase complex core protein 1)",UQCRC1
P22695,"Cytochrome b-c1 complex subunit 2, mitochondrial (Complex III subunit 2) (Core protein II) (Ubiquinol-cytochrome-c reductase complex core protein 2)",UQCRC2
P47985,"Cytochrome b-c1 complex subunit Rieske, mitochondrial, EC 7.1.1.8 (Complex III subunit 5) (Cytochrome b-c1 complex subunit 5) (Rieske iron-sulfur protein, RISP) (Rieske protein UQCRFS1) (Ubiquinol-cytochrome c reductase iron-sulfur subunit) [Cleaved into: Cytochrome b-c1 complex subunit 9, Su9, Subunit 9 (8 kDa subunit 9) (Complex III subunit IX) (Cytochrome b-c1 complex subunit 11) (UQCRFS1 mitochondrial targeting sequence, UQCRFS1 MTS) (Ubiquinol-cytochrome c reductase 8 kDa protein) ]",UQCRFS1
O14949,Cytochrome b-c1 complex subunit 8 (Complex III subunit 8) (Complex III subunit VIII) (Ubiquinol-cytochrome c reductase complex 9.5 kDa protein) (Ubiquinol-cytochrome c reductase complex ubiquinone-binding protein QP-C),UQCRQ
P06132,"Uroporphyrinogen decarboxylase, UPD, URO-D, EC 4.1.1.37",UROD
O60763,"General vesicular transport factor p115 (Protein USO1 homolog) (Transcytosis-associated protein, TAP) (Vesicle-docking protein)",USO1
P54578,"Ubiquitin carboxyl-terminal hydrolase 14, EC 3.4.19.12 (Deubiquitinating enzyme 14) (Ubiquitin thioesterase 14) (Ubiquitin-specific-processing protease 14)",USP14
Q9Y4E8,"Ubiquitin carboxyl-terminal hydrolase 15, EC 3.4.19.12 (Deubiquitinating enzyme 15) (Ubiquitin thioesterase 15) (Ubiquitin-specific-processing protease 15) (Unph-2) (Unph4)",USP15
